
QuickSort Avg case
428,665,1093
1515,1450,2965
1709,2414,4123
2539,3266,5805
2911,4295,7206
4554,5182,9736
5459,6043,11502
5537,7199,12736
7406,8066,15472
7497,9237,16734
8235,10212,18447
9933,11284,21217
9258,12558,21816
13514,13054,26568
12471,14358,26829
13887,15516,29403
14271,16625,30896
15673,17758,33431
15735,18972,34707
19384,19757,39141
20972,20998,41970
19190,22248,41438
21601,23037,44638
23534,24060,47594
21685,25443,47128
22060,26986,49046
22954,27967,50921
27886,28848,56734
25032,30107,55139
29632,31023,60655
29348,32225,61573
28518,33609,62127
32355,34543,66898
33382,35924,69306
34650,36931,71581
31501,38561,70062
32747,39709,72456
36537,40321,76858
36981,41794,78775
34325,43481,77806
42085,43874,85959
41578,45237,86815
43457,46383,89840
41585,48011,89596
47776,48822,96598
47195,50208,97403
50598,50898,101496
47464,52708,100172
47072,53455,100527
49465,54898,104363
54074,55908,109982
48195,58015,106210
54253,58448,112701
51131,60527,111658
57147,61227,118374
62796,61801,124597
54484,64141,118625
58328,65544,123872
59625,66519,126144
54814,68070,122884
65706,67975,133681
60722,70355,131077
58260,71700,129960
69239,71808,141047
71920,73446,145366
59527,76432,135959
62456,77151,139607
73629,77853,151482
64484,79438,143922
65632,80906,146538
71000,81721,152721
73098,82836,155934
74901,84384,159285
67730,86335,154065
72402,87430,159832
75416,88280,163696
80876,89301,170177
71527,91407,162934
75006,92847,167853
83625,92854,176479
83889,94868,178757
90347,95431,185778
77237,98249,175486
87419,98150,185569
81950,100449,182399
87885,101043,188928
98099,101591,199690
91671,103571,195242
89391,104843,194234
86708,107281,193989
99974,106994,206968
89947,110129,200076
93764,111280,205044
90536,112486,203022
110192,112668,222860
95833,115313,211146
96768,116064,212832
94181,117890,212071
99561,118932,218493

QuickSort Best case
480,252,732
1153,508,1661
1898,688,2586
2698,1020,3718
3498,1020,4518
4387,1376,5763
5287,1776,7063
6187,2044,8231
7087,2044,9131
7987,2044,10031
8964,2352,11316
9964,2752,12716
10964,3152,14116
11964,3552,15516
12964,3952,16916
13964,4092,18056
14964,4092,19056
15964,4092,20056
16964,4092,21056
17964,4092,22056
19017,4304,23321
20117,4704,24821
21217,5104,26321
22317,5504,27821
23417,5904,29321
24517,6304,30821
25617,6704,32321
26717,7104,33821
27817,7504,35321
28917,7904,36821
30017,8188,38205
31117,8188,39305
32217,8188,40405
33317,8188,41505
34417,8188,42605
35517,8188,43705
36617,8188,44805
37717,8188,45905
38817,8188,47005
39917,8188,48105
41022,8208,49230
42222,8608,50830
43422,9008,52430
44622,9408,54030
45822,9808,55630
47022,10208,57230
48222,10608,58830
49422,11008,60430
50622,11408,62030
51822,11808,63630
53022,12208,65230
54222,12608,66830
55422,13008,68430
56622,13408,70030
57822,13808,71630
59022,14208,73230
60222,14608,74830
61422,15008,76430
62622,15408,78030
63822,15808,79630
65022,16208,81230
66222,16380,82602
67422,16380,83802
68622,16380,85002
69822,16380,86202
71022,16380,87402
72222,16380,88602
73422,16380,89802
74622,16380,91002
75822,16380,92202
77022,16380,93402
78222,16380,94602
79422,16380,95802
80622,16380,97002
81822,16380,98202
83022,16380,99402
84222,16380,100602
85422,16380,101802
86622,16380,103002
87822,16380,104202
89022,16380,105402
90231,16416,106647
91531,16816,108347
92831,17216,110047
94131,17616,111747
95431,18016,113447
96731,18416,115147
98031,18816,116847
99331,19216,118547
100631,19616,120247
101931,20016,121947
103231,20416,123647
104531,20816,125347
105831,21216,127047
107131,21616,128747
108431,22016,130447
109731,22416,132147
111031,22816,133847
112331,23216,135547


QuickSort Worst case
0,0,0
2450,7746,10196
9900,30496,40396
22350,68246,90596
39800,120996,160796
62250,188746,250996
89700,271496,361196
122150,369246,491396
159600,481996,641596
202050,609746,811796
249500,752496,1001996
301950,910246,1212196
359400,1082996,1442396
421850,1270746,1692596
489300,1473496,1962796
561750,1691246,2252996
639200,1923996,2563196
721650,2171746,2893396
809100,2434496,3243596
901550,2712246,3613796
999000,3004996,4003996
1101450,3312746,4414196
1208900,3635496,4844396
1321350,3973246,5294596
1438800,4325996,5764796
1561250,4693746,6254996
1688700,5076496,6765196
1821150,5474246,7295396
1958600,5886996,7845596
2101050,6314746,8415796
2248500,6757496,9005996
2400950,7215246,9616196
2558400,7687996,10246396
2720850,8175746,10896596
2888300,8678496,11566796
3060750,9196246,12256996
3238200,9728996,12967196
3420650,10276746,13697396
3608100,10839496,14447596
3800550,11417246,15217796
3998000,12009996,16007996
4200450,12617746,16818196
4407900,13240496,17648396
4620350,13878246,18498596
4837800,14530996,19368796
5060250,15198746,20258996
5287700,15881496,21169196
5520150,16579246,22099396
5757600,17291996,23049596
6000050,18019746,24019796
6247500,18762496,25009996
6499950,19520246,26020196
6757400,20292996,27050396
7019850,21080746,28100596
7287300,21883496,29170796
7559750,22701246,30260996
7837200,23533996,31371196
8119650,24381746,32501396
8407100,25244496,33651596
8699550,26122246,34821796
8997000,27014996,36011996
9299450,27922746,37222196
9606900,28845496,38452396
9919350,29783246,39702596
10236800,30735996,40972796
10559250,31703746,42262996
10886700,32686496,43573196
11219150,33684246,44903396
11556600,34696996,46253596
11899050,35724746,47623796
12246500,36767496,49013996
12598950,37825246,50424196
12956400,38897996,51854396
13318850,39985746,53304596
13686300,41088496,54774796
14058750,42206246,56264996
14436200,43338996,57775196
14818650,44486746,59305396
15206100,45649496,60855596
15598550,46827246,62425796
15996000,48019996,64015996
16398450,49227746,65626196
16805900,50450496,67256396
17218350,51688246,68906596
17635800,52940996,70576796
18058250,54208746,72266996
18485700,55491496,73977196
18918150,56789246,75707396
19355600,58101996,77457596
19798050,59429746,79227796
20245500,60772496,81017996
20697950,62130246,82828196
21155400,63502996,84658396
21617850,64890746,86508596
22085300,66293496,88378796
22557750,67711246,90268996
23035200,69143996,92179196
23517650,70591746,94109396
24005100,72054496,96059596
24497550,73532246,98029796
